日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20240930,4549,栄研化学,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4551,鳥居薬品,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4552,ＪＣＲファーマ,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4553,東和薬品,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4554,富士製薬工業,プライム（内国株式）,3250,医薬品,5,医薬品,7,TOPIX Small 2
20240930,4556,カイノス,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4558,中京医薬品,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4559,ゼリア新薬工業,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4563,アンジェス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4564,オンコセラピー・サイエンス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4565,ネクセラファーマ,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4568,第一三共,プライム（内国株式）,3250,医薬品,5,医薬品,1,TOPIX Core30
20240930,4569,杏林製薬,プライム（内国株式）,3250,医薬品,5,医薬品,6,TOPIX Small 1
20240930,4570,免疫生物研究所,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4571,ＮＡＮＯ　ＭＲＮＡ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4572,カルナバイオサイエンス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4574,大幸薬品,プライム（内国株式）,3250,医薬品,5,医薬品,7,TOPIX Small 2
20240930,4575,キャンバス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4576,デ・ウエスタン・セラピテクス研究所,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4577,ダイト,プライム（内国株式）,3250,医薬品,5,医薬品,7,TOPIX Small 2
20240930,4578,大塚ホールディングス,プライム（内国株式）,3250,医薬品,5,医薬品,2,TOPIX Large70
20240930,4579,ラクオリア創薬,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4582,シンバイオ製薬,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4583,カイオム・バイオサイエンス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4584,キッズウェル・バイオ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4586,メドレックス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4587,ペプチドリーム,プライム（内国株式）,3250,医薬品,5,医薬品,4,TOPIX Mid400
20240930,4588,オンコリスバイオファーマ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4591,リボミック,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4592,サンバイオ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4593,ヘリオス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4594,ブライトパス・バイオ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4595,ミズホメディー,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4596,窪田製薬ホールディングス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4597,ソレイジア・ファーマ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4598,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4599,ステムリム,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4611,大日本塗料,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4612,日本ペイントホールディングス,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4613,関西ペイント,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4615,神東塗料,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4616,川上塗料,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4617,中国塗料,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4619,日本特殊塗料,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4620,藤倉化成,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4623,アサヒペン,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4624,イサム塗料,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4625,アトミクス,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4626,太陽ホールディングス,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4627,ナトコ,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4628,エスケー化研,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4629,大伸化学,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4631,ＤＩＣ,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4633,サカタインクス,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4634,ａｒｔｉｅｎｃｅ,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4635,東京インキ,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4641,アルプス技研,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4642,オリジナル設計,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4644,イマジニア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4645,市進ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4650,ＳＤエンターテイメント,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4651,サニックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4657,環境管理センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4658,日本空調サービス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4659,エイジス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4661,オリエンタルランド,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2,TOPIX Large70
20240930,4662,フォーカスシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4664,アール・エス・シー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4665,ダスキン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4666,パーク２４,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20240930,4667,アイサンテクノロジー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4668,明光ネットワークジャパン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4671,ファルコホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4673,川崎地質,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4674,クレスコ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4676,フジ・メディア・ホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4678,秀英予備校,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4679,田谷,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4680,ラウンドワン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4681,リゾートトラスト,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4684,オービック,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4685,菱友システムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4686,ジャストシステム,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4687,ＴＤＣソフト,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4689,ＬＩＮＥヤフー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,2,TOPIX Large70
20240930,4690,日本パレットプール,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4691,ワシントンホテル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4694,ビー・エム・エル,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4704,トレンドマイクロ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4705,クリップコーポレーション,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4707,キタック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4709,ＩＤホールディングス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4712,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4714,リソー教育,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4716,日本オラクル,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4718,早稲田アカデミー,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4719,アルファシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4720,城南進学研究社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4722,フューチャー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4728,トーセ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4732,ユー・エス・エス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4733,オービックビジネスコンサルタント,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4735,京進,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4736,日本ラッド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4743,アイティフォー,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4745,東京個別指導学院,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4746,東計電算,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4750,ダイサン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4751,サイバーエージェント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4752,昭和システムエンジニアリング,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4754,トスネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4755,楽天グループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4760,アルファ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4761,さくらケーシーエス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4762,エックスネット,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4763,クリーク・アンド・リバー社,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4765,ＳＢＩグローバルアセットマネジメント,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4766,ピーエイ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4767,テー・オー・ダブリュー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4768,大塚商会,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240930,4769,ＩＣ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4771,エフアンドエム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4772,ストリームメディアコーポレーション,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4776,サイボウズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4777,ガーラ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4783,ＮＣＤ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4784,ＧＭＯアドパートナーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4792,山田コンサルティンググループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4800,オリコン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4801,セントラルスポーツ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4809,パラカ,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20240930,4811,ドリーム・アーツ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4812,電通総研,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4813,ＡＣＣＥＳＳ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4814,ネクストウェア,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4816,東映アニメーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4819,デジタルガレージ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4820,イーエムシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4824,メディアシーク,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4825,ウェザーニューズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4826,ＣＩＪ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4828,ビジネスエンジニアリング,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4829,日本エンタープライズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4832,ＪＦＥシステムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4838,スペースシャワーＳＫＩＹＡＫＩホールディングス,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,4839,ＷＯＷＯＷ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4840,トライアイズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240930,4845,スカラ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4847,インテリジェント　ウェイブ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,4848,フルキャストホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4849,エン・ジャパン,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240930,4875,メディシノバ・インク,スタンダード（外国株式）,3250,医薬品,5,医薬品,-,-
20240930,4880,セルソース,プライム（内国株式）,3250,医薬品,5,医薬品,7,TOPIX Small 2
20240930,4881,ファンペップ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4882,ペルセウスプロテオミクス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4883,モダリス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4884,クリングルファーマ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4885,室町ケミカル,スタンダード（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4886,あすか製薬ホールディングス,プライム（内国株式）,3250,医薬品,5,医薬品,7,TOPIX Small 2
20240930,4887,サワイグループホールディングス,プライム（内国株式）,3250,医薬品,5,医薬品,4,TOPIX Mid400
20240930,4888,ステラファーマ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4889,レナサイエンス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4890,坪田ラボ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4891,ティムス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4892,サイフューズ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4893,ノイルイミューン・バイオテック,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4894,クオリプス,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4896,ケイファーマ,グロース（内国株式）,3250,医薬品,5,医薬品,-,-
20240930,4901,富士フイルムホールディングス,プライム（内国株式）,3200,化学,4,素材・化学,2,TOPIX Large70
20240930,4902,コニカミノルタ,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240930,4911,資生堂,プライム（内国株式）,3200,化学,4,素材・化学,2,TOPIX Large70
20240930,4912,ライオン,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4914,高砂香料工業,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4917,マンダム,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4918,アイビー化粧品,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4919,ミルボン,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4920,日本色材工業研究所,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4921,ファンケル,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4922,コーセー,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4923,コタ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4925,ハーバー研究所,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4926,シーボン,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4927,ポーラ・オルビスホールディングス,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4928,ノエビアホールディングス,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4929,アジュバンホールディングス,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4931,新日本製薬,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4932,アルマード,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4933,Ｉ－ｎｅ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4934,プレミアアンチエイジング,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4935,リベルタ,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4936,アクシージア,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4937,Ｗａｑｏｏ,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4951,エステー,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4955,アグロ　カネショウ,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4956,コニシ,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4957,ヤスハラケミカル,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4958,長谷川香料,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4960,ケミプロ化成,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4966,上村工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4967,小林製薬,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4968,荒川化学工業,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4970,東洋合成工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4971,メック,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4972,綜研化学,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4973,日本高純度化学,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4974,タカラバイオ,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4975,ＪＣＵ,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4976,東洋ドライルーブ,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4977,新田ゼラチン,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4978,リプロセル,グロース（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4979,ＯＡＴアグリオ,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4980,デクセリアルズ,プライム（内国株式）,3200,化学,4,素材・化学,4,TOPIX Mid400
20240930,4985,アース製薬,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4990,昭和化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,4992,北興化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4994,大成ラミック,スタンダード（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4996,クミアイ化学工業,プライム（内国株式）,3200,化学,4,素材・化学,6,TOPIX Small 1
20240930,4997,日本農薬,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
20240930,4998,フマキラー,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
20240930,5009,富士興産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240930,5010,日本精蝋,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源,-,-
20240930,5011,ニチレキ,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20240930,5013,ユシロ化学工業,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20240930,5015,ビーピー・カストロール,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20240930,5017,富士石油,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20240930,5018,ＭＯＲＥＳＣＯ,スタンダード（内国株式）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20240930,5019,出光興産,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,4,TOPIX Mid400
20240930,5020,ＥＮＥＯＳホールディングス,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,2,TOPIX Large70
20240930,5021,コスモエネルギーホールディングス,プライム（内国株式）,3300,石油・石炭製品,2,エネルギー資源,4,TOPIX Mid400
20240930,5022,レボインターナショナル,PRO Market,3300,石油・石炭製品,2,エネルギー資源,-,-
20240930,5025,マーキュリー,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5026,トリプルアイズ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5028,セカンドサイトアナリティカ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5029,サークレイス,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5031,モイ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5032,ＡＮＹＣＯＬＯＲ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240930,5033,ヌーラボ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5034,ｕｎｅｒｒｙ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5035,ＨＯＵＳＥＩ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5036,日本ビジネスシステムズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5037,フィットワークス,PRO Market,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5038,ｅＷｅＬＬ,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20240930,5070,ドラフト,グロース（内国株式）,2050,建設業,3,建設・資材,-,-
20240930,5071,ヴィス,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240930,5072,アートフォースジャパン,PRO Market,2050,建設業,3,建設・資材,-,-
20240930,5074,テスホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,7,TOPIX Small 2
20240930,5076,インフロニア・ホールディングス,プライム（内国株式）,2050,建設業,3,建設・資材,4,TOPIX Mid400
20240930,50765,インフロニア・ホールディングス 優先株式,プライム（内国株式）,2050,建設業,3,建設・資材,-,-
20240930,5077,ハンズ,PRO Market,2050,建設業,3,建設・資材,-,-
20240930,5078,セレコーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240930,5079,ノバック,スタンダード（内国株式）,2050,建設業,3,建設・資材,-,-
20240930,5101,横浜ゴム,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機,4,TOPIX Mid400
20240930,5103,昭和ホールディングス,スタンダード（内国株式）,3350,ゴム製品,6,自動車・輸送機,-,-
20240930,5105,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機,4,TOPIX Mid400
20240930,5108,ブリヂストン,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機,2,TOPIX Large70
20240930,5110,住友ゴム工業,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機,4,TOPIX Mid400
20240930,5121,藤倉コンポジット,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
20240930,5122,オカモト,プライム（内国株式）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
